artist,country,city,latitude,longitude,address,state,state_pop
Climates,United Kingdom,Lincoln,53.2293545,-0.5404819,"Lincoln, Lincolnshire, England, United Kingdom",East Midlands (England),4934939
Duke Special,United Kingdom,Lisburn,54.5112856,-6.046717,"Lisburn, County Antrim, Northern Ireland / Tuaisceart Éireann, BT28 1BN, United Kingdom",Northern Ireland,1910543
We Came Out Like Tigers,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Loathe,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Space,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Ladytron,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Anathema,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Paul McCartney,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Alpha Male Tea Party,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Ringo Starr,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
The La's,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Cast,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Conan,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Blackstar,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Dawn Ray'd,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
The Beatles,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Carcer City,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
A Flock of Seagulls,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
George Harrison,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Carcass,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Frankie Goes To Hollywood,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Antimatter,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
John Lennon,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Modern Eon,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Circa Waves,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Echo and The Bunnymen,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Courting,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Wstr,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
The Dead 60s,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
The Wombats,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
The Teardrop Explodes,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Dragged Into Sunlight,United Kingdom,Liverpool,53.4071991,-2.99168,"Liverpool, Liverpool City Region, England, United Kingdom",North West (England),7516113
Catfish and the Bottlemen,United Kingdom,Llandudno,53.322475,-3.8243251,"Llandudno, Conwy, Cymru / Wales, LL30 1AH, United Kingdom",Wales,3131640
Kaleidoscope,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
McDonald and Giles,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Art Bears,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Rare Bird,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Lush,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tellison,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Nova Twins,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Marika Hackman,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Acoustic Ladyland,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Manfred Mann's Earth Band,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tat,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
TRC,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cymande,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Gnidrolog,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pete Townshend,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Greenslade,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Death in June,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Clouds,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Anderson Bruford Wakeman Howe,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Urne,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Gillan,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Caroline,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tapir!,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Miroist,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cat's Eyes,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
HMLTD,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Foetus,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Hadouken!,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Years Of Rice and Salt,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
My Vitriol,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Sleep Token,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Antichrist Imperium,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Firm,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
bar italia,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Visage,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Spooky Tooth,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Thunder,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Katie Melua,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Alien Sex Fiend,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Psychic TV,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Renaissance,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Duke Spirit,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Last Dinner Party,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Daisy Chainsaw,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Ultravox,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Television Personalities,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pentangle,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Wargasm,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Asian Dub Foundation,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Emmy the Great,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Phil Collins,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Osibisa,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Chapel Club,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Crazy World of Arthur Brown,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
40 Watt Sun,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Kinks,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
AxeWound,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Noah and the Whale,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bad Company,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Spice Girls,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Asia,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Comus,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Biomechanical,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Wire,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Siouxsie and the Banshees,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The King Blues,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Derek and the Dominos,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Indesinence,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Shopping,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Nucleus (UK),United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Echo Lake,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Coldplay,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Big Audio Dynamite,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cherubs,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Klaxons,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Jimi Hendrix Experience,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
23 Skidoo,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Elvis Costello,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Jim Jones Revue,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pet Shop Boys,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Savages,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Eurythmics,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Noisettes,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
3 Colours Red,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Piano Magic,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cutting Pink With Knives,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Kills,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Exit North,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Monuments,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Placebo,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Years and Years,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cutting Crew,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Melt Yourself Down,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tunng,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Demon Fuzz,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Big Pink,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Spector,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Libertines,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Florence and the Machine,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Pretty Things,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Million Dead,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Necro Deathmort,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
World Party,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Anna Calvi,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Praying Mantis,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Alan Parsons Project,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Good Tiger,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Veronica Falls,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Samson,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Dawn Treader,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
TURQUOISEDEATH,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Status Quo,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Wolf Gang,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Teeth Of The Sea,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tank,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Above and Beyond,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cheatahs,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pure Reason Revolution,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
beabadoobee,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Voices,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Astronauts,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Nice,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Clash,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Brigade,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Defiled,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Tangled Hair,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Frost*,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
"Emerson, Lake and Powell",United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Hang The Bastard,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Gentle Giant,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Gryphon,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Thomas Dolby,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Big Deal,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Beady Eye,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bliss Signal,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cressida,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Quatermass,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bombay Bicycle Club,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Ted Maul,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Vacuous,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Psychedelic Furs,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Joe Strummer and The Mescaleros,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Foghat,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Ex:Re,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
"The Good, The Bad and The Queen",United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
deathcrash,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Messenger,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Rina Sawayama,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Penguin Cafe Orchestra,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Peach,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
DragonForce,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Akercocke,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Quickspace,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Nine Horses,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Comet Is Coming,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Light Bearer,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
ProjeKct X,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Cat Stevens,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Led Zeppelin,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Leaf Hound,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Dawnwalker,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Fastway,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Burner,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Ghostpoet,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Yes,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Ihlo,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
"Emerson, Lake and Palmer",United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pupil Slicer,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Breed 77,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Morrow,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Sex Pistols,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
King Crimson,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Wings,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Julian Jay Savarin,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Alternative TV,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Talk Talk,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Death Goals,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Small Faces,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Senser,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Eye of Solitude,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Petrol Girls,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Nurse With Wound,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Squeeze,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bush,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Apartment,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Yuck,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Horsey,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Defiled,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Iron Maiden,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Still Corners,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Sol Invictus,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Frou Frou,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Hundred Reasons,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Chisel,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
xRepentancex,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Sam Prekop,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Three Trapped Tigers,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Faces,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Pink Floyd,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Dire Straits,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Kula Shaker,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Employed To Serve,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Add N to,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
2:54,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Raven Age,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bat For Lashes,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Elastica,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Elixir,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Miasma and The Carousel of Headless Horses,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Sacred Son,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Fractals,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Deep Purple,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Haken,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Savage Messiah,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Curved Air,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
UFO,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
5ive,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Maccabees,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Bloc Party,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Factory Floor,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Talanas,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
UNKLE,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Razorlight,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Black Midi,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
God,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Damned,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Fuzzy Duck,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
Akasha,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Who,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
*shels,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Vibrators,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Legendary Pink Dots,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
The Clientele,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
McFly,United Kingdom,London,51.489334,-0.144055,"London, Greater London, England, United Kingdom",London,8855333
