artist_id,master_id,main_release_id,release_country,artist,title,year,album_length,tracks,release_type,genres,styles,artist_profile
894435.0,890791,3796872,US,Dicky Doo & The Don'ts,Teen Scene,1960,26.7,12,"['LP', 'Album']",['Rock'],['Rock & Roll'],"Initially created as a mythical act as a vehicle under which Swan records could release Gerry Granahan's ""Click Clack"", Granahan subsequently recruited a quartet -- Harvey Davis (bass), Al Ways (sax), Ray Gangi (guitar), and Dave Alldred (drums) -- to back him as Dickey Doo & the Dont's; Granahan was referred to on their recordings as Richard A. Doo. The quintet proved extremely popular in concert and charted more singles, including ""Nee Nee Na Na Na Na Nu Nu,"" ""Leave Me Alone,"" and ""Teardrops Will Fall,"" over the next year and a half. By the 1960s, the group had left Swan and moved to the United Artists label, where they cut two albums and remained under contract until 1965."
229177.0,0,7137682,US,Johnny And The Hurricanes,Red River Rock,1960,28.83,12,"['LP', 'Album']",['Rock'],['Rock & Roll'],"Instrumental rock & roll band formed in 1958 in Toledo, OH, USA and disbanded in 2006 after the death of founder and bandleader Johnny Paris aka John Pocisk, the only constant member of the band. 

If Paris claimed that over 300 musicians played in the band in its fifty-year existence, the most famous line-up is: 
Johnny Paris, tenor sax 
Paul Tesluk, organ
Dave Yorko, guitar
Lionel ""Butch"" Mattice, bass 
Bill ""Little Bo"" Savich, drums"
379727.0,1089019,1747765,US,Jimmy Clanton,Jimmy's Happy,1960,25.93,12,"['LP', 'Album']",['Rock'],['Rock & Roll'],"Jimmy Clanton (born September 2, 1938, Baton Rouge, Louisiana) is an American singer who became known as the ""swamp pop R&B teenage idol"".
Brother of [a1290390].
His band recorded a hit song ""Just A Dream"" which Clanton had written in 1958. It reached number four on the Billboard chart. His songs ""Just a Dream,"" ""A Letter to an Angel,"" ""Ship on a Stormy Sea,"" and ""Venus in Blue Jeans,"" each sold over one million copies. In 1959, Clanton starred in a rock and roll movie produced by Alan Freed called ""Go Johnny Go"", and later in ""Teenage Millionaire"". 
Clanton formed his first band called the Rockets in 1956 while attending Baton Rouge High School. One of the few white singers to come out of the New Orleans R&B/rock & roll sound, he rode the crest of the popular teen music wave in the 1950s and 1960s.  Clanton became a disc jockey at WHEX in Columbia, Pennsylvania between 1972 and 1976 and performed in an oldies revue in the 1970s. 

Clanton was inducted into The Museum of the Gulf Coast Hall of Fame and The Louisiana Music Hall of Fame.

Had to remove ""Jimmy Clanton & The Heartbeats"" from 'groups' because discogs say they have no releases/don't exist."
386684.0,985267,3031775,US,Clyde McPhatter,Love Ballads,1958,33.77,14,"['LP', 'Album', 'Mono']",['Blues'],['Rhythm & Blues'],"American singer, perhaps the most widely imitated R&B singer of the 1950s and 1960s, making him a key figure in the shaping of doo-wop and R&B.
Born: Nov. 15, 1932, Durham, NC - died: June 13, 1972 in Manhattan, NYC, NY.
McPhatter was lead tenor for [a=Billy Ward And His Dominoes] & largely responsible for the success they initially enjoyed.
After his tenure with the Dominoes, McPhatter formed his own group, [a=Clyde McPhatter & The Drifters], before going solo. 
Only 39 at the time of his death, Clyde McPhatter left a legacy of over 22 years of recording history. He was the first artist in music history to become a double inductee into the Rock and Roll Hall of Fame, first as a member of The Drifters, and later as a solo artist. as a result, all subsequent multiple  inductees into the Rock and Roll Hall of Fame are said to be members of ""The Clyde McPhatter Club"".
Inducted into Rock And Roll Hall of Fame in 1987 (Performer)."
322498.0,0,12274776,US,The Bill Justis Orchestra,Cloud 9,1960,0.0,11,"['LP', 'Album']",['Rock'],['Rock & Roll'],
139984.0,553650,3866760,US,Eddie Cochran,Eddie Cochran,1960,0.0,12,"['LP', 'Album']","['Rock', 'Pop']",['Rockabilly'],"American guitarist and singer, songwriter of the rock'n'roll era.
Born 3 October 1938 in Albert Lea, Minnesota, USA, died 17 April 1960 in Chippenham, Wiltshire, UK.
Influential on later artists such as The Beatles, The Rolling Stones, The Who and many others. Inducted into Rock And Roll Hall of Fame in 1987 (Performer).
Cochran's parents moved from Oklahoma City to Albert Lea, Minnesota, where he was born. The family moved back to Oklahoma briefly, before finally settling in Bell Gardens, LA, California. Cochran became musician as a teenager, with a circle of friends that included Connie ""Guybo"" Smith whose nickname would later become one of his song titles. He teamed up with [a=Hank Cochran] (unrelated), playing dance halls, fairs and schools. They later called themselves [a=The Cochran Brothers], touring the south-western states and appearing on the California Hayride show. They recorded two hillbilly records with Ekko Records in 1955 and did a promotional tour, meeting [a=Elvis Presley] on the Dallas Big D Jamboree show. The duo auditioned for Sun Records in Memphis but split up shortly after making ""Fool's Paradise"", their third recording on Ekko and a song that shows a strong Presley influence, assisted by the co-writing of [a=Jerry Capehart].
In 1956 Cochran teamed up with Capehart and was signed to [l=Liberty] in 1957, although he still appeared on the labels of friends Capehart and Sylvester Cross, spending time in LA's Gold Star studio producing, writing and recording backing vocals on labels such as [l=Crest], [l=Zephyr], Crash, [l=Vik], along with [l=Silver Records (9)], on which he recorded ""Guybo"", also known as ""Drum City"". He also appeared in two films.
Following up on his increasing American success, Cochran toured the UK in 1960, joining up with [a=Gene Vincent] and [a=Ronnie Hawkins] to appear on popular TV and radio shows and the concert hall circuit. His girlfriend, songwriter Sharon [a=Shari Sheeley], later joined them. The tour was a resounding success.
On Sunday, April 17, 1960 — the day following the tour — Cochran, Vincent and Sheeley were on their way to the airport to return to the United States in the back seat of a car, also occupied by deputy tour manager Patrick Tompkins in the front seat, and driven by hired taxi-driver George Martin. The vehicle left the road and hit a lamppost. Sheeley suffered a broken pelvis but managed to fully recover. Vincent suffered broken ribs and collarbone and sustained injuries to an already weak leg that left him with a limp for the rest of his life. Cochran died in hospital that day from severe head injuries, aged 21. Eerily, Cochran had just released a single, co-written with brother [a=Bob Cochran], entitled ""Three Steps to Heaven."" It reached No. 1 in the charts, helping rock'n'roll come of age in the UK."
36543.0,389783,1434504,Italy,Adriano Celentano,Il Tuo Bacio È Come Un Rock,1960,0.0,12,"['LP', 'Album', 'Mono']",['Rock'],['Rock & Roll'],"Adriano Celentano is an Italian singer, songwriter, actor, director and showman, born 6 January 1938 in Milan, Italy.
He is married to [a=Claudia Mori] and he is father of [a=Rosalinda Celentano], [a=Rosita Celentano] and [a=Giacomo Celentano]. Celentano has been a creator of a comic genre in the movies, with his characteristic walking and his facial expressions. Lately, Celentano has often been working as a host for several Italian television shows.
"
282897.0,568770,27299781,US,Bill Haley And His Comets,Strictly Instrumental,1960,0.0,12,"['LP', 'Album', 'Mono']",['Rock'],"['Rock & Roll', 'Rockabilly', 'Instrumental']","Bill Haley And His Comets were an American rock and roll band, founded in 1952 and continued until Haley's death on February 9, 1981. The band was also known as Bill Haley and the Comets and Bill Haley's Comets (and variations thereof).

More than 100 musicians performed with Bill Haley And His Comets between 1952 and Haley's death in 1981.

Members First Comets (1952-55):
[a135191] (vocals, guitar, 1952-81)
[a629576] (piano, accordion, 1952-62)
[a629561] (steel guitar, 1952-64)
[a991830] (string bass, 1952-55)
[a991831] (tenor sax, 1953-55)
[a991829] (drums, 1953-55)
[a562686] (sax, 1955-75)
[a952382] (double bass, 1955-58)
[a991828] (drums, 1955-60)
[url=https://www.discogs.com/artist/885223-Frank-Beecher]Frank ""Franny"" Beecher[/url] (lead guitar, 1955-62) 

Session musicians:
[a322123] (drums, 1953-55)
[a889411] (electric guitar, 1952-54)"
759128.0,834588,5217132,US,John Zacherle,Spook Along With Zacherley,1960,29.85,11,"['LP', 'Album', 'Mono']",['Rock'],"['Rock & Roll', 'Novelty', 'Horror Rock']","John Zacherle (born September 26, 1918, Philadelphia, Pennsylvania, USA - died October 27, 2016, Manhattan, New York, USA) was an American television host, radio personality and voice actor, known for his long career as a television horror movie host in the 1950's and 1960's. He is sometimes credited as John Zacherley."
229177.0,307959,1724850,US,Johnny And The Hurricanes,Stormsville,1960,0.0,12,"['LP', 'Album', 'Mono']",['Rock'],"['Rock & Roll', 'Instrumental']","Instrumental rock & roll band formed in 1958 in Toledo, OH, USA and disbanded in 2006 after the death of founder and bandleader Johnny Paris aka John Pocisk, the only constant member of the band. 

If Paris claimed that over 300 musicians played in the band in its fifty-year existence, the most famous line-up is: 
Johnny Paris, tenor sax 
Paul Tesluk, organ
Dave Yorko, guitar
Lionel ""Butch"" Mattice, bass 
Bill ""Little Bo"" Savich, drums"
