album_id,artist,title,rating,votes,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
135,System of a Down,Steal This Album!,3.59,3705,85889.0,35646,742835,US,2002,43.55,16,['Album'],['Rock'],"['Alternative Metal', 'Nu Metal', 'Thrash', 'Alternative Rock']","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an Armenian-American heavy metal band from Glendale, California, formed in 1994. The band currently consists of Serj Tankian (lead vocals, keyboards), Daron Malakian (vocals, guitar), Shavo Odadjian (bass, backing vocals) and John Dolmayan (drums).

The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the Billboard 200. System of a Down has been nominated for four Grammy Awards, and their song ""B.Y.O.B."" won the Best Hard Rock Performance of 2006. The group went on hiatus in August 2006 and came together again in November 2010, embarking on a tour for the following three years. System of a Down has sold over 40 million records worldwide, and two of their singles, ""Aerials"" and ""Hypnotize"", reached number one on Billboard's Alternative Songs chart."
140,Killswitch Engage,Alive or Just Breathing,3.99,2477,184947.0,114009,1623561,US,2002,44.82,12,['Album'],['Rock'],"['Metalcore', 'Hardcore', 'Heavy Metal']","Metalcore band from Massachusetts that formed in 1999.

Former touring members:
Patrick Lachman – guitars (2007)
Josh Mihlek – guitars (2007)
Peter Wichers – guitars (2007)
Phil Labonte – lead vocals (Feb–Mar 2010)
Jesse Leach – lead vocals (March 2010)"
141,The Distillers,Coral Fang,3.73,268,251555.0,31923,367082,Europe,2003,44.72,11,['Album'],['Rock'],"['Alternative Rock', 'Punk']","American Punk Rock band from Los Angeles, California. Active from 1998 to 2006 and returned in 2018"
148,Five Pointe O,Untitled,3.84,77,93053.0,122564,695476,US,2002,52.48,11,['Album'],['Rock'],['Nu Metal'],"Five Pointe O was a six-piece alternative rock music group from Joliet, Illinois.

Vocals - Daniel Struble
Guitar - Sharon Grzelinski
Guitar - Eric Wood
Bass - Sean Pavey
Drums - Tony Starcevich 
Keyboards - Casey Mejia
"
151,Biohazard,Kill or be Killed,3.16,37,87653.0,193168,777242,Europe,2003,36.58,11,['Album'],['Rock'],"['Hardcore', 'Heavy Metal']","Biohazard is an American hardcore band formed in Brooklyn, New York City, in 1987. They are one of the earliest bands to fuse hardcore punk and heavy metal with elements of hip hop. The original lineup consisted of bassist/vocalist Evan Seinfeld, guitarist Bobby Hambel, and drummer Anthony Meo. Guitarist/vocalist Billy Graziadei joined soon after, and drummer Danny Schuler replaced Meo before the recording of their first album, thus solidifying the band's lineup from 1988 to 1995. After several lineup changes, a breakup, a 2008 reunion, and a seven-year period of inactivity, the classic lineup of Seinfeld, Graziadei, Hambel, and Schuler reunited in 2022 and announced upcoming performances in 2023.
"
154,Anti-Flag,The Terror State,3.51,311,253273.0,179820,660747,US,2003,36.73,14,"['Album', 'Limited Edition']",['Rock'],['Punk'],"Politically charged punk rock band from Pittsburgh, Pennsylvania fronted by guitarist / vocalist Justin Sane. Formed in 1988, the band did not release their first official full length ""Die For Your Government"" until early 1997. Since then the band has released a steady stream of releases on a number of different labels.

Disbanded abruptly in 2023 following allegations against lead-singer Justin Sane.

""Anti-Flag does not mean Anti-American. Anti-Flag means anti-war. Anti-Flag means unity."""
160,Dream Theater,Six Degrees of Inner Turbulence,3.99,2257,260935.0,284736,399105,US,2002,96.33,6,"['Album', 'Enhanced']",['Rock'],['Progressive Metal'],"American progressive metal band, formed in Boston, Massachusetts, USA in 1985."
166,Less Than Jake,Anthem,3.7,472,253327.0,0,16568118,US,2020,0.0,14,"['LP', 'Album', 'Limited Edition', 'Numbered']",['Rock'],"['Ska', 'Punk']","Ska-influenced punk-rock band formed in Gainesville, Florida in 1992. Chris, Shaun, & Vinnie were the first members of the group. They are really big fans of Pez candy."
167,The Offspring,Splinter,2.93,1007,133707.0,77248,382168,Europe,2003,32.03,12,"['Album', 'Enhanced']",['Rock'],['Pop Punk'],"American punk rock band from Garden Grove, California, formed in 1984. Originally called [a=Manic Subsidal], they began performing in 1984, composed of Bryan Holland (vocals, guitar), Greg Kriesel (bass, vocals) and James Frederick Lilja (drums). Changed their name to The Offspring in 1986.

Current members:
Bryan ""Dexter"" Holland : Vocals, guitar
Kevin ""Noodles"" Wasserman : Guitar, vocals
Todd Morse: Bass
Brandon Pertzborn: Drums

Former members:
Gregory ""Greg K"" Kriesel : Bass, vocals (1984–2018)
James Lilja: Drums (1984-1987)
Ron Welty : Drums, vocals (1987-2003)
Adam ""Atom"" Willard: Drums (2003-2007)
Pete Parada: Drums (2007-2021)"
176,Pantera,Official Live: 101 Proof,4.06,371,85885.0,36161,2498223,US,1997,78.82,16,"['LP', 'Album']",['Rock'],['Thrash'],"[i]Pantera[/i] are from Arlington, Texas, USA. Formed during 1981 by brothers — Vincent Paul Abbott (Vinnie Paul, drums) and Darrell Lance Abbott (Diamond ""Dimebag"" Darrell, guitar) — with Terry Glaze (rhythm guitar), Donny Hart (vocals) and Tommy D. Bradford (bass) as a glam / heavy metal band.

Donny Hart left in 1982 (for the first time), and Terry Glaze abandoned his guitar and became a full-time singer. Later in 1982 Tommy D. Bradford left as well, being replaced by Rex Brown.

In early 1986 Terry Glaze left, and first was replaced by Matt L'Amour on vocals in winter 1986, later by Rick Mythiasin, and later by David Peacock who was the band's vocalist from late spring 1986 to October 1986.

Later David Peacock left and was replaced again by the band's original vocalist Donny Hart, who left in late 1986 and was replaced by Phil Anselmo.

Pantera released four albums in the 1980's (the fourth one, ""Power Metal"" from 1988 features new vocalist, Phil Anselmo). Their early work did not achieve commercial success. In 1990 Pantera released their commercial debut album ""Cowboys from Hell"". Pantera would go on to release two extremely successful albums; ""Vulgar Display of Power"" and ""Far Beyond Driven"". In 2003, three years after Pantera's last studio album, ""Reinventing the Steel"", the band split up after troubles with vocalist Phil Anselmo committing to the band — officially split on November 24th 2003.

On December 8th 2004, Dimebag Darrell was shot and killed onstage — while performing with [a=Damageplan] at the Alrosa Villa in Columbus, Ohio, USA — by Nathan Gale, a schizophrenic former U.S. Marine.

Vinnie Paul Abbott passed away on June 22th 2018.

In July 2022 Pantera's surviving members Rex Brown and Phil Anselmo (while not being founding members) announced a reunion tour in 2023 - with session / touring musicians being Zakk Wylde (guitars) and Charlie Benante (drums).

Current members:
Rex Brown - bass, backing vocals (1982-2003, 2022-present)
Phil Anselmo - lead vocals (1986-2003, 2022-present)

Former members:
Dimebag Darrell - lead guitar, backing vocals (1981-2003), rhythm guitar (1982-2003) (died 2004)
Vinnie Paul - drums (1981-2003) (died 2018)
Terry Glaze - rhythm guitar (1981-1982), lead vocals (1982-1986)
Donny Hart - lead vocals (1981-1982, 1986)
Tommy Bradford - bass, backing vocals (1981-1982)
Matt L'Amour - lead vocals (1986)
Rick Mythiasin - lead vocals (1986)
David Peacock - lead vocals (1986)

Session / touring members:
Zakk Wylde - guitar (2022-present)
Charlie Benante - drums (2022-present)"
180,Thrice,The Artist in the Ambulance,4.11,3276,261347.0,129535,546207,US,2003,39.62,12,"['Album', 'Stereo']",['Rock'],['Post-Hardcore'],"American rock band from Irvine, California, formed in 1998. Following their spring 2012 tour, the band went on hiatus, then returned in 2015."
185,Pink Floyd,Animals,4.51,5420,45467.0,10370,391322,UK,1977,0.0,5,"['LP', 'Album', 'Stereo']",['Rock'],['Prog Rock'],"Pink Floyd was an English rock band from London. Founded in late 1965, the group achieved worldwide acclaim, initially with innovative psychedelic music, and later in a genre that came to be termed progressive rock.

Distinguished by philosophical lyrics, musical experimentation, frequent use of sound effects and elaborate live shows, Pink Floyd remains one of the most commercially successful and influential groups in the history of popular music.

[b]Main official members (in a chronological order):[/b]
[a=Roger Waters] – bass guitar, vocals, sound effects (1965-1985, 2005)
[a=Nick Mason] – drums, percussion, sound effects (1965-1994, 2005, 2007, 2013-2014, 2022)
[a=Richard Wright] – keyboards, vocals (1965-1981, 1987-1994, 2005, 2007) (session musician during 1986-1987)
[a=Syd Barrett] – guitar, vocals (1965-1968)
[a=David Gilmour] – guitar, slide guitar, vocals (1967-1994, 2005, 2007, 2013–2014, 2022)

[b]Pre-Pink Floyd members (in a chronological order):[/b]
[a=Roger Waters] - lead guitar (1963-1964), bass guitar (1964-1965)
[a=Nick Mason] - drums (1963-1965)
[a=Clive Metcalfe] - bass (1963-1964)
[a=Keith Noble] - vocals (1963-1964)
[a=Sheilagh Noble] - vocals (1963)
[a=Richard Wright] - rhythm guitar (1963-1964), keyboards (1964-1965)
Mike Leonard - keyboards (1963)
Vernon Thompson - guitar (1963)
[a=Juliette Gale] - vocals (1964)
[a=Rado Klose] (Bob Klose) - guitar (1964)
[a=Syd Barrett] - guitar (1964-1965), vocals (1965)
Chris Denis - vocals (1965)

[b]Previous band names (in a chronological order):[/b]
* Sigma 6 (1963–1964)
* The Meggadeaths (1964)
* The Abdabs (1964)
* The Screaming Abdabs (1964)
* Leonard's Lodgers (1964)
* The Spectrum Five (1964)
* The Tea Set (1964–1965)
* The Pink Floyd Sound (1965)
* The Pink Floyd (1965–1967)

Inducted into Rock And Roll Hall of Fame in 1996 (Performer).
Group name was taken from both [a=Pink Anderson] and [a=Floyd ""Dipper Boy"" Council] as a tribute to the American blues music they loved."
186,Atreyu,Suicide Notes and Butterfly Kisses,3.05,1067,182667.0,126437,728612,US,2002,37.87,10,['Album'],['Rock'],"['Metalcore', 'Emo', 'Post-Hardcore']","Atreyu is a five-piece metalcore band from Orange County, California, United States that formed in 1998. The band consists of vocalist Brandon Saller, guitarists Dan Jacobs and Travis Miguel, bassist Marc McKnight and drummer Kyle Rosa. The band was originally named “Retribution” but, when they found out that another band from Hemet, California had been using the name, they changed their name to Atreyu, after the character from the fantasy movie The Neverending Story (by Michael Ende).

[b]Active years:[/b]
1998-2011, 2014-present"
192,Good Charlotte,The Young And The Hopeless,2.63,848,261637.0,31593,714331,US,2002,45.78,16,"['Enhanced', 'Album']",['Rock'],"['Pop Punk', 'Pop Rock']","Pop punk band from Waldorf, MD, USA.
Formed 1996-2011 2015-present

[b]Current Members:[/b]
Joel Madden - Vocals/Guitar (1996-2011 2015-)
Benji Madden - Vocals/Lead Guitar (1996-2011 2015-)
Paul Thomas – Bass (1996–2011 2015-)
Billy Martin – Rhythm guitar/Keys (1998–2011 2015-)
Dean Butterworth – Drums (2005–2011 2015-)


Former members

Aaron Escolopio – drums (1995–2001)
Chris Wilson – drums (2002–2005)"
194,Trust Company,The Lonely Position of Neutral,3.32,220,279197.0,333438,2763919,US,2002,37.97,16,"['Album', 'Enhanced', 'Stereo']",['Rock'],['Nu Metal'],"Trust Company (also known as TRUSTcompany or TRUST*CO.) is an United States (Alabama-based) grunge band that started in the early 2000's. 
"
197,Jerry Cantrell,Degradation Trip,3.88,203,252154.0,70432,1158150,Europe,2002,72.33,14,['Album'],['Rock'],"['Hard Rock', 'Grunge']","Singer and lead guitarist for [a=Alice In Chains].
Born: March 18, 1966, Tacoma, Washington"
200,The Ataris,"So Long, Astoria",3.44,261,253320.0,146006,509805,US,2003,56.88,15,"['Album', 'Enhanced']",['Rock'],"['Alternative Rock', 'Pop Punk', 'Punk']","American pop punk band from Anderson, Indiana. Formed in 1995, the band originally consisted of singer, songwriter, guitarist Kris Roe and guitarist Jasin Thomason."
211,Mission of Burma,"Signals, Calls, and Marches",4.11,290,103198.0,153667,382070,US,1981,20.85,6,"['12""', 'EP', '33 ⅓ RPM']",['Rock'],['Indie Rock'],"Group from Boston, Massachusetts formed in February 1979 with guitarist/vocalist Roger Miller, bassist/vocalist Clint Conley, drummer/vocalist Peter Prescott and Martin Swope (sonic manipulations). The band split up in 1983.
2004 they recorded a new album OnOffOn with Bob Weston from Shellac who took over the part of Martin Swope for that release."
213,Black Label Society,The Blessed Hellride,3.81,342,299863.0,158086,888779,US,2003,45.03,11,['Album'],['Rock'],"['Stoner Rock', 'Hard Rock', 'Heavy Metal']","American heavy metal band formed in 1998 in Los Angeles by [a299759], also the guitarist of [a=Ozzy Osbourne]."
215,Snapcase,Progression Through Unlearning,3.95,240,253705.0,64059,632947,US,1997,32.43,11,"['Album', 'Enhanced']",['Rock'],"['Hardcore', 'Post-Hardcore']","Buffalo, New York (USA) based hardcore punk band formed in 1991. Snapcase quickly gained a strong following in the straightedge hardcore punk scene of the early to mid 90's, signing to Victory Records and releasing their debut LP, Lookinglasself in 1993. Slowly, over their numerous releases, the band constantly progressed towards a more heavy and metallic sound. The band broke up in 2005, playing their final show on January 22, 2005 in their hometown, Buffalo, NY before reuniting in 2010.
"
217,Led Zeppelin,Led Zeppelin,4.25,4088,34278.0,3370798,5882431,US,2006,367.78,101,"['12""', '45 RPM', 'Single Sided', 'Album', 'Reissue', 'Stereo']",['Rock'],"['Hard Rock', 'Arena Rock', 'Blues Rock']","The English rock band Led Zeppelin was active from 1968 to 1980. During that time, the band members recorded eight studio albums.

Led Zeppelin formed out of the ashes of [url=http://www.discogs.com/artist/262455-Yardbirds-The]The Yardbirds[/url]. [a180585] had joined the band in its final days, playing a pivotal role on the group's final album, 1967's [m=86344], which also featured string arrangements from [a60149]. During 1967, the Yardbirds were fairly inactive. Whilst the band members decided the group's future, Page returned to session work in 1967. In the spring of 1968, he played on Jones' arrangement of [a=Donovan]'s ""Hurdy Gurdy Man."" During the sessions, Jones requested to be part of any future project Page would develop. Page would have to assemble a band sooner than he had planned. In the summer of 1968, the Yardbirds' [a=Keith Relf] and [a=Jim McCarty] left, leaving Page and bassist [a=Chris Dreja] with the rights to the name, as well as the obligation of fulfilling an upcoming fall tour. Page set out to find a replacement vocalist and drummer. Initially, he wanted to enlist singer Terry Reid and Procol Harum's drummer B.J. Wilson, but neither musician was able to join the group. Reid suggested that Page contact Robert Plant, who was singing with a band called Hobbstweedle.

Inducted into Rock And Roll Hall of Fame in 1995 (Performer)."
219,Sevendust,Seasons,3.62,455,230569.0,243578,645786,US,2003,43.9,12,['Album'],['Rock'],['Nu Metal'],"American heavy metal band from Atlanta, Georgia. Formed in 1994 by bassist Vince Hornsby, drummer Morgan Rose and guitarist John Connolly."
234,Red Hot Chili Peppers,By the Way,3.68,3073,92476.0,42557,1162737,US,2002,68.63,16,['Album'],['Rock'],"['Alternative Rock', 'Pop Rock']","Funk/alternative rock band formed in 1982 in Los Angeles, California, United States.

[b]Current members:[/b]
Anthony Kiedis: Lead Vocals, Additional Guitar* (1982-present)
Michael ""Flea"" Balzary: Bass, Trumpet, Piano, Backing Vocals (1982-present)
Chad Smith: Drums, Percussion (1988-present)
John Frusciante: Lead Guitar, Keyboards, Backing Vocals (1988-92, 1998-2009, 2019-present)

* Live Only 1991-1998

[b]Former members:[/b]
Hillel Slovak: Guitar, Backing Vocals (1982-1983, 1985-88)
Jack Irons: Drums, Percussion (1982-1983, 1986-88)
Jack Sherman: Guitar, Backing Vocals (1983-85)
Cliff Martinez: Drums, Percussion, Backing Vocals (1983-86)
DeWayne McKnight: Lead Guitar, Backing Vocals (1988)
D.H. Peligro: Drums, Percussion (1988)
Arik Marshall: Lead Guitar, Backing Vocals (1992-93)
Jesse Tobias: Lead Guitar, Backing Vocals (1993)
Dave Navarro: Lead Guitar, Backing Vocals (1993-98)
Josh Klinghoffer: Lead Guitar, Keyboards, Six-String Bass, Organ, Percussion, Banjo, Backing Vocals (2009-2019)"
