artist_id,master_id,main_release_id,release_country,artist,title,year,album_length,tracks,release_type,genres,styles,artist_profile
11050151,0,22780226,US,Sixty Seven Sun,The Wait,2020,0.0,13,"['Album', 'Stereo']","['Rock', 'Pop']",['Vocal'],
3051851,1978969,16052458,US,George Faulkner,Sings Murry Wilson,2020,28.97,11,"['LP', 'Album', 'Limited Edition', 'Stereo']","['Rock', 'Pop', 'Brass & Military']",['Vocal'],"Brooklyn, New York singer who began his career as vocalist in the NYC punk group The Rabies (5). He is also the founder and owner of [l=Bolt Records]."
429918,953257,5511030,Japan,Davy Jones,Live In Japan,1981,36.05,11,"['LP', 'Album']","['Rock', 'Pop', 'Stage & Screen']",[],"British singer, songwriter, and actor. 

Born: 30 December 1945 in Leamington Street, Manchester, England, UK.  
Died: 29 February 2012 in Indiantown, Florida, USA (aged 66). 

Award-winning singer-songwriter, actor, dancer, and author best known as a member of [url=http://www.discogs.com/artist/Monkees,+The]The Monkees[/url], during the mid to late-1960s and their various reunions until 2011. He was later known for his theatre and film acting work. He died of a heart attack while tending to horses at his Florida home.

"
1424025,2902915,16120510,US,Francesca Battistelli,This Christmas,2020,41.48,14,"['Album', 'Stereo']","['Rock', 'Pop']","['Vocal', 'Pop Rock', 'Holiday']","She is a Christian musician from New York City, New York.
Born May 18, 1985.
Married to [url=https://www.discogs.com/artist/7851434-Matt-Goodwin-5] Matt Goodwin (5) [/url]
"
1124645,1777815,15670930,Worldwide,Taylor Swift,Folklore,2020,63.45,16,"['AAC', 'Album']","['Rock', 'Pop', 'Folk, World, & Country']","['Vocal', 'Ballad', 'Folk']","American singer-songwriter, born December 13, 1989 in Reading, Pennsylvania, USA. Swift signed her record deal with Big Machine Records at the age of 15 and released her debut album in October of 2006.

Swift has written or co-written every song on her albums. She has also released several of her songs with pop remixes and released them to pop radio, much like country-pop artist Shania Twain with whom Swift has often been compared in music, style and fashion. Swift has collaborated with artists like The Civil Wars, B.o.B., Ed Sheeran, Gary Lightbody from Snow Patrol, Tim McGraw, The National, Bon Iver, HAIM, and Phoebe Bridgers.

In 2022, Swift became the first ever artist to occupy all top 10 spots of the Billboard Hot 100 with songs from her album 'Midnights'. To date, she has released eleven studio albums but is in the process of re-recording her first six after leaving recording label [l118707]. Currently, she has re-released 'Fearless', 'Red', 'Speak Now', and '1989'. These albums are labeled '(Taylor's Version)' to indicate her ownership of the masters."
1028686,0,25700296,US,Kid Royale,Have Yourself A Rockin' Swingin' Christmas,2020,0.0,15,"['Album', 'Reissue']","['Jazz', 'Rock', 'Pop', 'Folk, World, & Country']","['Swing', 'Vocal', 'Holiday']",American guitarist.
181973,1797584,14830082,US,Avalon (4),Called,2020,36.62,10,['Album'],"['Electronic', 'Rock', 'Pop']","['Vocal', 'Ballad', 'Gospel', 'Pop Rock']","Avalon is a Contemporary Christian vocal quartet assembled in 1995, by [l=Sparrow Records] A&R man, [a=Grant Cunningham].

The group has gone through several personnel changes since they began recording. They've received numerous Dove Awards and several nominations for Grammy Awards in addition to an American Music Award. They have over 20 #1 radio singles.

The following list is current and former members:
[a=Janna Potter]/[a=Janna Long], (1995-present)
[a=Greg Long (2)], (2003-present)
[a=Jody McBrayer], (1995-2007, 2018-present)
Dani Rocca (2018-present)

[a=Michael Passons], (1995-2003)
[a=Nikki Hassman]-Anders, (1995-1998)
[a=Cherie Paliotta]-Adams, (1999-2002)
Melissa McLellan/[a=Melissa Greene], (2002-2009)
Jeremi Richardson, (2007-2018)
Amy Richardson, (2009-2018)

"
1169194,0,26115160,US,Gilbert Neal,Mistakes of Memory,2020,36.47,9,"['Album', 'Stereo']","['Rock', 'Funk / Soul', 'Pop', 'Stage & Screen']","['Vocal', 'Soundtrack', 'Power Pop']","The eclecticism of Gilbert Neal might suggest a changeling, or a dilettante, or maybe a jack of all trades. But such a characterization would miss the mark. Neal is more curious than distracted, more inquisitive than restless. In his mastery of rock, funk, folk, blues, jazz, and even musical theatre, he embodies the modern pop artist: an intrepid tourist of styles.

After releasing four albums independently, Neal created his 2016 Wampus debut, The Mayor of Estes Park, by raising every bar, from songwriting to performance to arrangements. From existential funk to plaintive wit to loopy joy, he grabbed with hooks and grooves, pranks and koans. Swinging from the mainstream to the fringe, he was earnestly sincere one minute and brutally sardonic the next.

Then, in an epoch of budding cultural collapse, he issued the bittersweet and unsparing follow-up, Mistakes of Memory. Relying on his mastery of musical theatre and zeal for classic prog, Neal crafted a narrative of longing and disconnection, a timeless pop curio that recalled nothing so much as the adventurousness of ‘70s rock. Yet the funky and mordant “Claudius,” a parable of American leadership circa 2020, placed Mistakes firmly in the glare of its moment and positioned Neal as an artist to watch amid chaos and change.

Now, in the wake of a pandemic that waxes and wanes but never quite vacates, Neal delivers the provocative and bitingly personal I’ll See You When I See You,  an obliquely passionate salvo that feels alien yet warmly familiar. On one level, it maps the dissolution of a (virtual? long-distance?) romantic entanglement. On another, it explores the mystery and dread framing the global perception of Russian culture.

As always, Neal refracts the depth and diversity of his influences: Leonard Cohen, Pink Floyd, ELO, Stevie Wonder, Steely Dan, and Stephen Sondheim.

“All my albums touch on religion, sex, age, and hope,” he says. “I treat them all like musicals.”

I’ll See You When I See You comes out May 20, 2022.

"
838248,0,16515138,US,Amanda Rogers,Winter Butterfly,2020,24.42,7,"['Album', 'Stereo']","['Rock', 'Blues', 'Pop', 'Folk, World, & Country']","['Vocal', 'Indie Pop', 'Folk', 'Holiday']","American singer and pianist, born 2 December 1982 in Syracuse, New York, USA."
8495151,0,16741083,US,Zacc and the Scissorlips,Cuccia Gang 1,2020,18.38,11,"['Album', 'Stereo']","['Rock', 'Pop']","['Garage Rock', 'Indie Rock', 'Pop Punk', 'Punk', 'Vocal']","Zacc and the Scissorlips is Zachary Szerlip, Joseph Sahouria, and Julia Remigio making music out of their bedrooms. They've written and explored a plethora of genres, but mainly claim they are a punk band that has options. "
