artist,country,city,latitude,longitude,address,state
Korpse,United Kingdom,Aberdeen,57.1426487,-2.0976346,"Aberdeen, Guild Street, City Centre, Aberdeen City, Alba / Scotland, AB11 6LX, United Kingdom",Scotland
Pallas,United Kingdom,Aberdeen,57.1482429,-2.0928095,"Aberdeen City, Alba / Scotland, United Kingdom",Aberdeen City
The Xcerts,United Kingdom,Aberdeen,57.1482429,-2.0928095,"Aberdeen City, Alba / Scotland, United Kingdom",Aberdeen City
Annie Lennox,United Kingdom,Aberdeen,57.1482429,-2.0928095,"Aberdeen City, Alba / Scotland, United Kingdom",Aberdeen City
Hellripper,United Kingdom,Aberdeen,57.1482429,-2.0928095,"Aberdeen City, Alba / Scotland, United Kingdom",Aberdeen City
Jesu,United Kingdom,Abergele,53.2840692,-3.5810655,"Abergele, Conwy, Cymru / Wales, LL22 7BE, United Kingdom",Wales
Warpath,United Kingdom,Swansea,51.6195955,-3.9459248,"Swansea, Cymru / Wales, SA1 3BN, United Kingdom",Wales
Novo Amor,United Kingdom,Aberystwyth,52.4143113,-4.0816846,"Aberystwyth, Ceredigion, Cymru / Wales, SY23 1LH, United Kingdom",Wales
Radiohead,United Kingdom,Abingdon-on-Thames,51.6714842,-1.2779715,"Abingdon, Vale of White Horse, Oxfordshire, England, OX14 3UJ, United Kingdom",England
Jon Anderson,United Kingdom,Accrington,53.7541156,-2.3655434,"Accrington, Hyndburn, Lancashire, England, BB5 1ES, United Kingdom",England
Flood of Red,United Kingdom,Airdrie,55.8657845,-3.9795866,"Airdrie, North Lanarkshire, Alba / Scotland, ML6 6BU, United Kingdom",Scotland
Molly,United Kingdom,Anstey,52.6731584,-1.195796580802836,"Anstey, Charnwood, Leicestershire, England, United Kingdom",Leicestershire
Bossk,United Kingdom,Ashford,51.148555,0.8722566,"Ashford, Kent, England, United Kingdom",Kent
The Proclaimers,United Kingdom,Auchtermuchty,56.2920848,-3.2328277,"Auchtermuchty, Fife, Alba / Scotland, KY14 7AP, United Kingdom",Scotland
Martin Grech,United Kingdom,Aylesbury,51.8161412,-0.8130383,"Aylesbury, Buckinghamshire, England, United Kingdom",Buckinghamshire
Marillion,United Kingdom,Aylesbury,51.8161412,-0.8130383,"Aylesbury, Buckinghamshire, England, United Kingdom",Buckinghamshire
Sucioperro,United Kingdom,Ayr,55.4628044,-4.6302502,"Ayr, South Ayrshire, Alba / Scotland, KA7 1NE, United Kingdom",Scotland
Marmaduke Duke,United Kingdom,Ayr,55.5,-4.5,"Ayrshire, Alba / Scotland, KA5 5NL, United Kingdom",Scotland
Two Door Cinema Club,United Kingdom,Bangor,54.662595,-5.6679127,"Bangor, County Down, Northern Ireland / Tuaisceart Éireann, BT20 5AG, United Kingdom",Northern Ireland
Ben Howard,United Kingdom,Bantham,50.2784234,-3.868506,"Bantham, Thurlestone, South Hams, Devon, England, TQ7 3AJ, United Kingdom",England
Billy Bragg,United Kingdom,Barking,51.65850154131719,0.3662414081714318,"Barking Place, Padham's Green, Mountnessing, Brentwood, Essex, England, CM4 9FQ, United Kingdom",England
Saxon,United Kingdom,Barnsley,53.5527719,-1.4827755,"Barnsley, South Yorkshire, England, United Kingdom",South Yorkshire
The Danse Society,United Kingdom,Barnsley,53.5527719,-1.4827755,"Barnsley, South Yorkshire, England, United Kingdom",South Yorkshire
Depeche Mode,United Kingdom,Basildon,51.5754602,0.4757363,"Basildon, Essex, England, United Kingdom",Essex
Xerath,United Kingdom,Basingstoke,51.262826,-1.0861976,"Basingstoke, Basingstoke and Deane, Hampshire, England, RG21 7AT, United Kingdom",England
Canterbury,United Kingdom,Basingstoke,51.262826,-1.0861976,"Basingstoke, Basingstoke and Deane, Hampshire, England, RG21 7AT, United Kingdom",England
Tears for Fears,United Kingdom,Bath,51.3813864,-2.3596963,"Bath, Bath and North East Somerset, West of England, England, United Kingdom",West of England
Ignominious Incarceration,United Kingdom,Bath,51.3813864,-2.3596963,"Bath, Bath and North East Somerset, West of England, England, United Kingdom",West of England
More Than Life,United Kingdom,Bath,51.3813864,-2.3596963,"Bath, Bath and North East Somerset, West of England, England, United Kingdom",West of England
The Heavy,United Kingdom,Bath,51.3813864,-2.3596963,"Bath, Bath and North East Somerset, West of England, England, United Kingdom",West of England
Trigger the Bloodshed,United Kingdom,Bristol,51.38671499302981,-2.4027215551673167,"Bristol & Bath Railway Path, Newbridge, Bath, Bath and North East Somerset, West of England, England, BA1 3HX, United Kingdom",England
Robert Palmer,United Kingdom,Batley,53.716564,-1.6363856,"Batley, Kirklees, West Yorkshire, England, WF17 8LB, United Kingdom",England
Keane,United Kingdom,Battle,50.9265004,0.4757177177780828,"Battle, Rother, East Sussex, England, United Kingdom",East Sussex
Orange Juice,United Kingdom,Bearsden,55.920461,-4.3332046,"Bearsden, East Dunbartonshire, Alba / Scotland, G61 3RU, United Kingdom",Scotland
Fearless Vampire Killers,United Kingdom,Beccles,52.4583779,1.5622924,"Beccles, East Suffolk, Suffolk, England, United Kingdom",Suffolk
David Sylvian,United Kingdom,Beckenham,51.4070938,-0.0303183,"Beckenham, London Borough of Bromley, London, Greater London, England, BR3 1DZ, United Kingdom",England
Peter Frampton,United Kingdom,Beckenham,51.3751615,0.6282966559787508,"Beckenham Mobile Home Park, Upchurch, Gillingham, Kent, England, ME8 7XF, United Kingdom",England
Don Broco,United Kingdom,Bedford,52.1363806,-0.4675041,"Bedford, England, MK40 1SU, United Kingdom",England
Wolf People,United Kingdom,Bedford,52.1363806,-0.4675041,"Bedford, England, MK40 1SU, United Kingdom",England
Stiff Little Fingers,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
Darkest Era,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
And So I Watch You From Afar,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
Gary Moore,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
Van Morrison,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
Fruupp,United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Antrim
Teenage Fanclub,United Kingdom,Bellshill,55.8189311,-4.0225794,"Bellshill, North Lanarkshire, Alba / Scotland, ML4 1AJ, United Kingdom",Scotland
Druid,United Kingdom,Berkhamsted,51.7607271,-0.5652554,"Berkhamsted, Dacorum, Hertfordshire, England, United Kingdom",Hertfordshire
Gruff Rhys,United Kingdom,Bethesda,53.1809093,-4.0614444,"Bethesda, Gwynedd, Cymru / Wales, LL57 3AS, United Kingdom",Wales
Peter Green,United Kingdom,Bethnal Green,51.5303456,-0.0561633,"Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 9RD, United Kingdom",England
Kate Bush,United Kingdom,Bexleyheath,51.4548064,0.152243178922954,"Bexleyheath Marriott Hotel, 1, Broadway, Barnehurst, Bexleyheath, London, Kent, Greater London, England, DA6 7JZ, United Kingdom",England
Forever Never,United Kingdom,Billericay,51.6284395,0.4218142,"Billericay, Basildon, Essex, England, United Kingdom",Essex
White Noise,United Kingdom,Billingham,54.6072779,-1.2910885,"Billingham, Stockton-on-Tees, Tees Valley, England, United Kingdom",Tees Valley
Marmozets,United Kingdom,Bingley,53.8479533,-1.8384526,"Bingley, Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
Half Man Half Biscuit,United Kingdom,Birkenhead,53.39482795,-3.0544886183569178,"Birkenhead Sixth Form College, Park Road West, Claughton, Birkenhead, Wirral, Liverpool City Region, England, CH43 8SQ, United Kingdom",England
The Moody Blues,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Black Sabbath,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Godflesh,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Magnum,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Dexys Midnight Runners,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Sarpanitum,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Swell Maps,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
The Move,United Kingdom,Birmingham,52.5270442,-1.7865957,"Birmingham and Fazeley Canal, Birmingham, Staffordshire, West Midlands, England, United Kingdom",West Midlands
Mistress,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Electric Light Orchestra,United Kingdom,Birmingham,52.5270442,-1.7865957,"Birmingham and Fazeley Canal, Birmingham, Staffordshire, West Midlands, England, United Kingdom",West Midlands
Broadcast,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Scorn,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Traffic,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
DOOM,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Tony Iommi,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Fine Young Cannibals,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
The Beat,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Benediction,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Two,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Au Pairs,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Sacrilege,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Joan Armatrading,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Fukpig,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Johnny Foreigner,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Esoteric,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Alunah,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Duran Duran,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Quartz,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Human Hands,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Outlander,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Anaal Nathrakh,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Swim Deep,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Lock Up,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Rannoch,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Blakfish,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Judas Priest,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Blaze Bayley,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Ice,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Ocean Colour Scene,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Epic45,United Kingdom,Birmingham,52.4796992,-1.9026911,"Birmingham, West Midlands, England, United Kingdom",West Midlands
Flux of Pink Indians,United Kingdom,Bishop's Stortford,51.8676279,0.1631961,"Bishop's Stortford, East Hertfordshire, Hertfordshire, England, United Kingdom",Hertfordshire
Amy Macdonald,United Kingdom,Bishopbriggs,55.9039659,-4.2244495,"Bishopbriggs, Donhoe Court, Auchinairn, Bishopbriggs, East Dunbartonshire, Alba / Scotland, G64 1QD, United Kingdom",Scotland
Boston Manor,United Kingdom,Blackpool,53.817944,-3.050981,"The Blackpool Sixth Form College, Blackpool Old Road, Little Carleton, Carleton, Blackpool, Lancashire, England, FY3 7LR, United Kingdom",England
Jethro Tull,United Kingdom,Blackpool,53.817944,-3.050981,"The Blackpool Sixth Form College, Blackpool Old Road, Little Carleton, Carleton, Blackpool, Lancashire, England, FY3 7LR, United Kingdom",England
Ian Anderson,United Kingdom,Blackpool,53.817944,-3.050981,"The Blackpool Sixth Form College, Blackpool Old Road, Little Carleton, Carleton, Blackpool, Lancashire, England, FY3 7LR, United Kingdom",England
Me vs Hero,United Kingdom,Blackpool,53.817944,-3.050981,"The Blackpool Sixth Form College, Blackpool Old Road, Little Carleton, Carleton, Blackpool, Lancashire, England, FY3 7LR, United Kingdom",England
Blanket,United Kingdom,Blackpool,53.817944,-3.050981,"Blackpool, England, FY1 1DL, United Kingdom",England
Jon Gomm,United Kingdom,Blackpool,53.817944,-3.050981,"The Blackpool Sixth Form College, Blackpool Old Road, Little Carleton, Carleton, Blackpool, Lancashire, England, FY3 7LR, United Kingdom",England
Nicky Wire,United Kingdom,Blackwood,51.6663189,-3.1974329,"Blackwood, Caerphilly, Cymru / Wales, United Kingdom",Caerphilly
Manic Street Preachers,United Kingdom,Blackwood,51.6663189,-3.1974329,"Blackwood, Caerphilly, Cymru / Wales, United Kingdom",Caerphilly
Mark Knopfler,United Kingdom,Blyth,55.1270903,-1.5099726,"Blyth, Northumberland, North East, England, United Kingdom",North East
Badly Drawn Boy,United Kingdom,Bolton,53.5782863,-2.4300367,"Bolton, Greater Manchester, England, United Kingdom",Greater Manchester
Cherry Ghost,United Kingdom,Bolton,53.5782863,-2.4300367,"Bolton, Greater Manchester, England, United Kingdom",Greater Manchester
Buzzcocks,United Kingdom,Bolton,53.5782863,-2.4300367,"Bolton, Greater Manchester, England, United Kingdom",Greater Manchester
Big Big Train,United Kingdom,Bournemouth,50.84096957779375,-2.1482950649491195,"Bournemouth Road, Littleton, Blandford St. Mary, Dorset, England, DT11 9NN, United Kingdom",England
"Giles, Giles and Fripp",United Kingdom,Bournemouth,50.84096957779375,-2.1482950649491195,"Bournemouth Road, Littleton, Blandford St. Mary, Dorset, England, DT11 9NN, United Kingdom",England
Heart in Hand,United Kingdom,Bournemouth,50.72882803333173,-1.9018559868439928,"Dorset Road, Westbourne, Bournemouth, Bournemouth, Christchurch and Poole, England, BH4 9LB, United Kingdom",England
Air Traffic,United Kingdom,Bournemouth,50.84096957779375,-2.1482950649491195,"Bournemouth Road, Littleton, Blandford St. Mary, Dorset, England, DT11 9NN, United Kingdom",England
The Cult,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
My Dying Bride,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
Solstice,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
Allan Holdsworth,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
New Model Army,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
Natalia Kills,United Kingdom,Bradford,53.7944229,-1.7519186,"Bradford, West Yorkshire, England, United Kingdom",West Yorkshire
Jesus Jones,United Kingdom,Bradford-on-Avon,51.346715,-2.2504329,"Bradford-on-Avon, Wiltshire, England, United Kingdom",Wiltshire
InMe,United Kingdom,Brentwood,51.6201654,0.3018662,"Brentwood, Essex, England, United Kingdom",Essex
Bullet For My Valentine,United Kingdom,Bridgend,51.5049859,-3.5756674,"Bridgend, Cymru / Wales, CF31 1DB, United Kingdom",Wales
Funeral for a Friend,United Kingdom,Bridgend,51.5049859,-3.5756674,"Bridgend, Cymru / Wales, CF31 1DB, United Kingdom",Wales
KK's Priest,United Kingdom,Bridgnorth,52.5305171,-2.4207754,"Bridgnorth, Hollybush Road, High Town, Oldbury, Bridgnorth, Shropshire, England, WV16 4AX, United Kingdom",England
Secondsmile,United Kingdom,Bridport,50.733785,-2.7589005,"Bridport, Dorset, England, United Kingdom",Dorset
PJ Harvey,United Kingdom,Bridport,50.733785,-2.7589005,"Bridport, Dorset, England, United Kingdom",Dorset
Fear of Men,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Pipettes,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
As Living Arrows,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Go! Team,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Wallands Park, Lewes, East Sussex, England, BN7 1HA, United Kingdom",England
Toska,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
Chalk Hands,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Toy,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Dead Swans,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Johnny Truant,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Squid,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Dream Wife,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Tigercub,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Ditz,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Mire,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Blood Red Shoes,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Fall of Efrafa,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Esben and the Witch,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Necrosanct,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
Delta Sleep,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
As It Is,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Porridge Radio,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
We Never Learned To Live,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Gnarwolves,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
King Goat,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Levellers,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Fujiya and Miyagi,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Wallands Park, Lewes, East Sussex, England, BN7 1HA, United Kingdom",England
Hydra Vein,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
Deathwish,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
Electrelane,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Wallands Park, Lewes, East Sussex, England, BN7 1HA, United Kingdom",England
Diagonal,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
Architects,United Kingdom,Brighton,50.821463,-0.140056,"Brighton Road, Nevill, Lewes, East Sussex, England, BN7 1EW, United Kingdom",England
The Ghost of a Thousand,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Black Peaks,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Kooks,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Physics House Band,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
I Feel Fine,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
The Eighties Matchbox B-Line Disaster,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Earth Moves,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Passenger,United Kingdom,Brighton,50.821463,-0.140056,"Brighton, Brighton and Hove, England, BN1 1HH, United Kingdom",England
Jaguar,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Fuck Buttons,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Kosheen,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Mark Stewart And The Maffia,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Basilisk,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Gravenhurst,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Cryptworm,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Onslaught,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
The Sundays,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Sugar Horse,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Rip Rig and Panic,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Tricky,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
IDLES,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Secret Shine,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Flying Saucer Attack,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Turbowolf,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Phoxjaw,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Crippled Black Phoenix,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Noctule,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
The Pop Group,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Yola,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Portishead,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Evita,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
East of Eden,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Svalbard,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Abyssal,United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, City of Bristol, West of England, England, United Kingdom",West of England
Tin Machine,United Kingdom,Brixton,51.4633914,-0.1148023,"Brixton, London Borough of Lambeth, London, Greater London, England, SW9 8BH, United Kingdom",England
Younger Brother,United Kingdom,Brixton,51.4633914,-0.1148023,"Brixton, London Borough of Lambeth, London, Greater London, England, SW9 8BH, United Kingdom",England
Sex Gang Children,United Kingdom,Brixton,51.4633914,-0.1148023,"Brixton, London Borough of Lambeth, London, Greater London, England, SW9 8BH, United Kingdom",England
Pagan Altar,United Kingdom,Brockley,51.4578328,-0.0360868,"Brockley, London Borough of Lewisham, London, Greater London, England, SE4 2BE, United Kingdom",England
Unseen Terror,United Kingdom,Broseley,52.6170596,-2.4863892,"Broseley Pipeworks, Duke Street, Broseley, Shropshire, England, TF12 5LX, United Kingdom",England
Marina,United Kingdom,Brynmawr,51.7982408,-3.1740109,"Brynmawr, Blaenau Gwent, Cymru / Wales, NP23 4AN, United Kingdom",Wales
asbestoscape,United Kingdom,Bude,50.8285252,-4.5469361,"Bude, Cornwall, England, EX23 8LD, United Kingdom",England
Viva Brother,United Kingdom,Burnham,51.5362073,-0.6571411,"Burnham, Beeches Community Board, Buckinghamshire, England, United Kingdom",Buckinghamshire
Chumbawamba,United Kingdom,Burnley,53.7907262,-2.2439196,"Burnley, Lancashire, England, United Kingdom",Lancashire
Max Raptor,United Kingdom,Burton upon Trent,52.802742,-1.629917,"Burton-on-Trent, East Staffordshire, Staffordshire, England, DE14 1JN, United Kingdom",England
The Telescopes,United Kingdom,Burton upon Trent,52.802742,-1.629917,"Burton-on-Trent, East Staffordshire, Staffordshire, England, DE14 1JN, United Kingdom",England
Joe Jackson,United Kingdom,Burton upon Trent,52.802742,-1.629917,"Burton-on-Trent, East Staffordshire, Staffordshire, England, DE14 1JN, United Kingdom",England
Elbow,United Kingdom,Bury,53.5927543,-2.2972827,"Bury, Greater Manchester, England, United Kingdom",Greater Manchester
